percent	default-encoded-space	{"/":"/a%20b"}	https://example.com/a%20b	0	Matched by pattern at index 0: { |   "/" : "/a%20b" | } |
percent	default-literal-space	{"/":"/a b"}	https://example.com/a%20b	0	Did not match. |
percent	false-literal-space	{"/":"/a b","percentEncoded":false}	https://example.com/a%20b	0	Matched by pattern at index 0: { |   "/" : "/a b", |   "percentEncoded" : false | } |
percent	false-encoded-pattern	{"/":"/a%20b","percentEncoded":false}	https://example.com/a%20b	0	Did not match. |
percent	encoded-slash-default	{"/":"/a/b"}	https://example.com/a%2Fb	0	Did not match. |
percent	encoded-slash-decoded	{"/":"/a/b","percentEncoded":false}	https://example.com/a%2Fb	0	Matched by pattern at index 0: { |   "/" : "/a/b", |   "percentEncoded" : false | } |
percent	hex-case-default	{"/":"/caf%C3%A9"}	https://example.com/caf%c3%a9	0	Did not match. |
percent	unicode-literal-false	{"/":"/caf\u00e9","percentEncoded":false}	https://example.com/caf%C3%A9	0	Matched by pattern at index 0: { |   "/" : "/café", |   "percentEncoded" : false | } |
percent	unicode-literal-default	{"/":"/caf\u00e9"}	https://example.com/caf%C3%A9	0	Did not match. |
fragment	star-on-absent-fragment	{"#":"*"}	https://example.com/x	0	Matched by pattern at index 0: { |   "#" : "*" | } |
fragment	question-star-on-absent	{"#":"?*"}	https://example.com/x	0	Did not match. |
fragment	empty-on-absent	{"#":""}	https://example.com/x	0	Matched by pattern at index 0: { |   "#" : "" | } |
query-whole	whole-exact	{"?":"a=1"}	https://example.com/x?a=1	0	Matched by pattern at index 0: { |   "?" : "a=1" | } |
query-whole	whole-rejects-extra	{"?":"a=1"}	https://example.com/x?a=1&b=2	0	Did not match. |
query-whole	whole-star-on-empty	{"?":"*"}	https://example.com/x	0	Matched by pattern at index 0: { |   "?" : "*" | } |
query-whole	whole-question-star-on-empty	{"?":"?*"}	https://example.com/x	0	Did not match. |
lead	bare-abc-vs-abcd	{"/":"abc"}	https://example.com/abcd	0	Did not match. |
lead	bare-abc-vs-xabc	{"/":"abc"}	https://example.com/xabc	0	Did not match. |
lead	bare-abc-star	{"/":"abc/*"}	https://example.com/abc	0	Matched by pattern at index 0: { |   "/" : "abc/*" | } |
lead	bare-star-abc	{"/":"*abc"}	https://example.com/xabc	0	Matched by pattern at index 0: { |   "/" : "*abc" | } |
lead	double-slash-pattern	{"/":"//abc"}	https://example.com/abc	0	Matched by pattern at index 0: { |   "/" : "//abc" | } |
lead	bare-deep	{"/":"a/b"}	https://example.com/a/b	0	Matched by pattern at index 0: { |   "/" : "a/b" | } |
trail	pattern-trailing-slash	{"/":"/buy/"}	https://example.com/buy	0	Matched by pattern at index 0: { |   "/" : "/buy/" | } |
trail	deep-pattern-trailing	{"/":"/a/b/"}	https://example.com/a/b	0	Matched by pattern at index 0: { |   "/" : "/a/b/" | } |
trail	double-trailing-url	{"/":"/buy/*"}	https://example.com/buy//	0	Matched by pattern at index 0: { |   "/" : "/buy/*" | } |
trail	star-vs-double-slash	{"/":"/buy/"}	https://example.com/buy//	0	Matched by pattern at index 0: { |   "/" : "/buy/" | } |
trail	root-pattern	{"/":"/"}	https://example.com/	0	Matched by pattern at index 0: { |   "/" : "/" | } |
trail	root-pattern-vs-empty	{"/":"/"}	https://example.com	0	Matched by pattern at index 0: { |   "/" : "/" | } |
dup	star-on-duplicate	{"?":{"id":"*"}}	https://example.com/x?id=7&id=42	0	Matched by pattern at index 0: { |   "?" : { |     "id" : "*" |   } | } |
dup	joined-forward	{"?":{"id":"7,42"}}	https://example.com/x?id=7&id=42	0	Did not match. |
dup	joined-reverse	{"?":{"id":"42,7"}}	https://example.com/x?id=42&id=7	0	Did not match. |
dup	empty-on-duplicate	{"?":{"id":""}}	https://example.com/x?id=7&id=42	0	Did not match. |
dup	question-star-on-dup	{"?":{"id":"?*"}}	https://example.com/x?id=7&id=42	0	Matched by pattern at index 0: { |   "?" : { |     "id" : "?*" |   } | } |
dup	identical-duplicates	{"?":{"id":"7"}}	https://example.com/x?id=7&id=7	0	Matched by pattern at index 0: { |   "?" : { |     "id" : "7" |   } | } |
nonstr	string-still-applies	{"?":{"a":"1","flag":true}}	https://example.com/x?a=2	0	Matched by pattern at index 0: { |   "?" : { |     "a" : "1", |     "flag" : true |   } | } |
nonstr	string-passes-with-bool	{"?":{"a":"1","flag":true}}	https://example.com/x?a=1	0	Matched by pattern at index 0: { |   "?" : { |     "a" : "1", |     "flag" : true |   } | } |
nonstr	array-predicate	{"?":{"a":["1"]}}	https://example.com/x?a=2	0	Matched by pattern at index 0: { |   "?" : { |     "a" : [ |       "1" |     ] |   } | } |
nonstr	object-predicate	{"?":{"a":{"b":"1"}}}	https://example.com/x?a=2	0	Matched by pattern at index 0: { |   "?" : { |     "a" : { |       "b" : "1" |     } |   } | } |
whole	empty-pattern-no-query	{"?":""}	https://example.com/x	0	Matched by pattern at index 0: { |   "?" : "" | } |
whole	literal-vs-no-query	{"?":"a=1"}	https://example.com/x	0	Did not match. |
